fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,Amazon,Decathlon,Deporvillage
2022-11-20,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,6,54.39,326.34,54.57,47.65,57.92
2022-11-20,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,25.5,76.5,23.6,22.83,24.82
2022-11-20,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,41.07,123.21,42.81,37.64,40.66
2022-11-20,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,153.11,459.33,138.82,149.78,140.18
2022-11-20,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,838.13,5143.851499999984,403.3126249999999,364.25499999999994,385.2574999999999
2022-11-20,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,3,97.74,293.22,99.74,86.91,95.84
2022-11-20,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,69.28,138.56,69.67,64.97,69.08
2022-11-20,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,109.39,218.78,109.47,98.12,107.26
2022-11-20,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,82.31,164.62,82.3,70.2,77.43
2022-11-20,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,7,132.14,924.98,131.11,113.86,124.47
2022-11-20,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.48,20.48,20.27,18.99,18.68
2022-11-20,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,35.11,35.11,37.45,32.46,34.87
2022-11-20,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,50.05,50.05,49.14,45.9,50.5
2022-11-21,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,112.22,1234.42,85.99,112.13,99.85
2022-11-21,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,134.23,1342.3,115.3,111.63,126.09
2022-11-21,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,86.55,259.65,85.39,79.7,87.28
2022-11-21,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,74.29,222.87,68.51,70.53,73.67
2022-11-21,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.96,71.92,34.36,32.96,33.7
2022-11-21,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,63.95,127.9,62.65,59.31,62.22
2022-11-21,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,72.04,144.08,69.78,64.43,69.19
2022-11-21,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,65.02,130.04,66.25,57.14,64.06
2022-11-21,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,1,399.32,399.32,386.6,342.48,374.31
2022-11-21,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,175.35,350.7,177.96,150.85,168.65
2022-11-21,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,44.87,134.61,46.33,39.94,46.39
2022-11-21,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,55.33,165.99,52.3,47.92,55.49
2022-11-21,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,25.4,76.2,23.88,23.31,24.03
2022-11-21,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,41.16,123.48,41.33,35.65,41.08
2022-11-21,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,148.31,444.93,138.72,150.37,135.27
2022-11-21,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,828.55,5143.851499999984,403.3126249999999,364.25499999999994,385.2574999999999
2022-11-21,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,97.25,194.5,93.91,87.44,97.93
2022-11-21,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,71.02,142.04,69.5,66.4,73.58
2022-11-21,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,110.04,220.08,101.42,96.5,103.82
2022-11-21,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,81.97,163.94,78.72,68.62,80.94
2022-11-21,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,132.67,530.68,128.75,111.5,121.28
2022-11-21,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,2,19.5,39.0,19.53,18.48,18.79
2022-11-21,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.94,34.94,32.73,31.94,34.71
2022-11-21,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.21,49.21,50.18,48.35,50.32
2022-11-22,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,117.98,1297.78,82.17,105.38,91.51
2022-11-22,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,14,132.06,5143.851499999984,111.11,102.0,112.39
2022-11-22,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,4,83.19,332.76,81.38,79.02,86.02
2022-11-22,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,73.27,219.81,72.07,72.36,74.06
2022-11-22,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,4,35.72,142.88,36.3,32.05,36.28
2022-11-22,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,3,66.7,200.1,63.07,56.27,68.08
2022-11-22,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,3,71.66,214.98,74.23,61.08,67.17
2022-11-22,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,3,63.57,190.71,66.87,57.68,69.59
2022-11-22,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,400.05,800.1,348.26,313.04,332.48
2022-11-22,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,3,178.9,536.7,165.06,142.96,153.5
2022-11-22,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,5,43.79,218.95,46.03,42.67,42.87
2022-11-22,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,5,54.39,271.95,51.85,49.95,55.15
2022-11-22,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,5,25.33,126.65,24.01,22.82,25.11
2022-11-22,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,40.25,120.75,40.72,36.71,38.25
2022-11-22,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,150.23,450.69,126.15,139.35,122.44
2022-11-22,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,813.98,5143.851499999984,403.3126249999999,364.25499999999994,385.2574999999999
2022-11-22,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,3,97.32,291.96,88.18,87.49,99.1
2022-11-22,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,3,71.32,213.96,72.12,61.91,73.19
2022-11-22,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,109.68,219.36,103.24,99.91,110.01
2022-11-22,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,80.91,161.82,85.66,69.9,81.87
2022-11-22,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,129.84,649.2,122.8,107.71,114.42
2022-11-22,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,19.65,19.65,18.83,18.37,20.37
2022-11-22,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,2,35.89,71.78,36.5,33.27,34.18
2022-11-22,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,2,49.41,98.82,55.02,44.08,51.1
2022-11-23,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,118.22,5143.851499999984,79.69,104.66,92.78
2022-11-23,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,9,139.0,1251.0,108.13,105.92,114.72
2022-11-23,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,4,86.94,347.76,89.94,78.43,86.07
2022-11-23,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,75.91,227.73,78.81,67.79,76.97
2022-11-23,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,34.39,103.17,34.8,31.34,34.15
2022-11-23,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,3,64.39,193.17,61.16,58.31,67.23
2022-11-23,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,3,71.09,213.27,70.69,62.77,71.92
2022-11-23,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,3,66.47,199.41,63.5,56.15,65.37
2022-11-23,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,395.12,790.24,358.88,303.84,336.61
2022-11-23,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,172.11,344.22,165.2,142.02,158.01
2022-11-23,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,4,44.35,177.4,43.4,40.42,42.64
2022-11-23,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,4,56.55,226.2,56.07,47.95,53.1
2022-11-23,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,4,25.63,102.52,26.42,23.0,24.82
2022-11-23,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,39.92,119.76,39.15,36.31,41.27
2022-11-23,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,153.44,460.32,132.64,137.19,125.88
2022-11-23,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,827.35,5143.851499999984,403.3126249999999,364.25499999999994,385.2574999999999
2022-11-23,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,4,94.6,378.4,86.09,90.57,91.09
2022-11-23,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,3,70.27,210.81,65.9,61.59,70.84
2022-11-23,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,3,107.16,321.48,107.23,100.29,110.42
2022-11-23,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,79.16,158.32,79.99,72.02,82.9
2022-11-23,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,133.37,666.85,123.09,103.45,110.63
2022-11-23,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,2,19.7,39.4,19.37,18.12,20.32
2022-11-23,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,2,34.61,69.22,32.0,31.73,33.61
2022-11-23,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,2,50.0,100.0,51.11,46.35,49.78
2022-11-24,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,117.64,1294.04,80.16,105.0,90.37
2022-11-24,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,11,134.2,5143.851499999984,110.15,101.06,113.49
2022-11-24,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,86.7,260.1,85.64,80.01,80.91
2022-11-24,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,76.88,230.64,80.03,68.0,76.54
2022-11-24,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,34.47,103.41,37.29,32.32,35.73
2022-11-24,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,3,63.46,190.38,65.75,59.19,65.66
2022-11-24,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,3,68.83,206.49,72.71,60.99,66.54
2022-11-24,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,3,63.63,190.89,71.08,57.54,66.2
2022-11-24,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,401.14,802.28,357.88,318.81,335.19
2022-11-24,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,3,179.57,538.71,165.93,141.63,157.32
2022-11-24,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,4,45.77,183.08,45.77,42.74,46.11
2022-11-24,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,6,53.72,322.32,52.69,50.27,55.73
2022-11-24,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,4,25.31,101.24,23.59,22.7,25.36
2022-11-24,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,4,40.28,161.12,39.05,37.91,37.42
2022-11-24,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,151.71,455.13,128.23,139.05,123.79
2022-11-24,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,4,816.22,5143.851499999984,403.3126249999999,364.25499999999994,385.2574999999999
2022-11-24,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,97.52,195.04,102.86,84.45,99.62
2022-11-24,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,3,69.25,207.75,66.5,66.67,65.57
2022-11-24,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,3,112.78,338.34,113.45,102.02,111.87
2022-11-24,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,3,77.78,233.34,81.89,76.72,84.34
2022-11-24,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,6,126.48,758.88,122.36,101.22,112.25
2022-11-24,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,2,20.1,40.2,18.47,19.21,20.27
2022-11-24,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,2,35.28,70.56,32.94,31.44,35.01
2022-11-24,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,48.96,48.96,51.51,45.98,52.42
2022-11-25,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,58,97.75,5143.851499999984,81.30000000000001,110.55,94.75
2022-11-25,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,52,114.75,5143.851499999984,114.5375,110.8375,117.6125
2022-11-25,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,15,72.25,1083.75,75.66,70.31,79.67
2022-11-25,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,14,63.75,892.5,61.43,61.01,68.56
2022-11-25,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,13,29.75,386.75,31.17,29.1,32.45
2022-11-25,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,13,55.25,718.25,60.05,51.3,54.63
2022-11-25,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,10,59.5,595.0,59.71,55.17,60.32
2022-11-25,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,12,55.25,663.0,57.49,53.73,56.03
2022-11-25,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,7,360.0,5143.851499999984,362.575,319.08750000000003,347.29999999999995
2022-11-25,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,8,157.5,1260.0,176.225,146.05,163.3625
2022-11-25,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,18,40.5,729.0,41.15,35.81,40.76
2022-11-25,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,21,49.5,1039.5,51.54,45.2,50.23
2022-11-25,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,17,22.5,382.5,21.74,19.68,22.06
2022-11-25,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,15,36.0,540.0,34.05,32.89,35.6
2022-11-25,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,15,135.0,5143.851499999984,138.4125,139.07500000000002,132.8125
2022-11-25,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,12,747.0,5143.851499999984,403.3126249999999,364.25499999999994,385.2574999999999
2022-11-25,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,10,85.5,855.0,81.14,76.17,83.33
2022-11-25,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,8,63.0,504.0,59.54,60.13,63.51
2022-11-25,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,10,99.0,990.0,105.03,90.35,95.6
2022-11-25,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,9,72.0,648.0,68.9,67.3,70.49
2022-11-25,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,21,123.5,5143.851499999984,129.425,109.6,120.1375
2022-11-25,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,8,19.0,152.0,16.85,16.32,16.77
2022-11-25,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,7,33.25,232.75,29.92,27.61,31.67
2022-11-25,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,7,47.5,332.5,46.56,38.12,44.46
2022-11-26,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,57,101.2,5143.851499999984,87.9375,114.4375,105.25
2022-11-26,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,79,118.8,5143.851499999984,121.375,117.6,130.25
2022-11-26,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,14,74.8,1047.2,79.81,80.78,85.18
2022-11-26,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,17,66.0,1122.0,74.76,66.21,73.47
2022-11-26,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,13,30.8,400.4,32.32,33.81,33.54
2022-11-26,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,11,57.2,629.2,66.22,59.7,61.59
2022-11-26,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,10,61.6,616.0,66.59,65.68,72.28
2022-11-26,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,9,57.2,514.8,61.08,59.79,66.1
2022-11-26,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,7,368.0,5143.851499999984,396.95,364.25499999999994,372.6125
2022-11-26,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,8,161.0,1288.0,182.5625,157.5625,174.73749999999998
2022-11-26,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,18,41.4,745.2,44.15,42.47,43.36
2022-11-26,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,17,50.6,860.2,55.87,49.78,56.16
2022-11-26,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,16,23.0,368.0,23.38,22.51,25.19
2022-11-26,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,18,36.8,662.4,40.77,37.2,37.3
2022-11-26,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,15,138.0,5143.851499999984,144.5125,150.0375,143.45000000000002
2022-11-26,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,19,763.6,5143.851499999984,403.3126249999999,364.25499999999994,385.2574999999999
2022-11-26,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,10,87.4,874.0,95.45,83.1,95.23
2022-11-26,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,10,64.4,644.0,71.77,65.05,70.5
2022-11-26,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,10,101.2,1012.0,109.43,97.54,109.53
2022-11-26,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,10,73.6,736.0,77.96,70.8,80.09
2022-11-26,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,18,124.8,5143.851499999984,132.20000000000002,119.0375,127.4625
2022-11-26,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,6,19.2,115.2,20.84,18.09,19.55
2022-11-26,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,7,33.6,235.2,36.59,32.12,35.95
2022-11-26,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,8,48.0,384.0,52.66,48.4,48.61
2022-11-27,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,56,101.2,5143.851499999984,89.39999999999999,116.0125,103.3125
2022-11-27,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,43,118.8,5143.851499999984,120.175,118.6375,127.975
2022-11-27,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,10,74.8,748.0,89.87,79.98,88.54
2022-11-27,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,14,66.0,924.0,78.06,70.74,74.31
2022-11-27,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,10,30.8,308.0,34.41,33.38,33.61
2022-11-27,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,9,57.2,514.8,68.35,58.53,64.61
2022-11-27,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,11,61.6,677.6,69.87,61.3,69.56
2022-11-27,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,10,57.2,572.0,60.4,59.2,65.63
2022-11-27,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,8,368.0,5143.851499999984,380.175,349.48749999999995,369.8375
2022-11-27,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,9,161.0,5143.851499999984,185.4625,164.2625,171.2125
2022-11-27,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,12,41.4,496.8,45.09,41.83,42.39
2022-11-27,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,16,50.6,809.6,50.92,53.27,55.37
2022-11-27,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,14,23.0,322.0,26.85,22.39,24.8
2022-11-27,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,13,36.8,478.4,38.48,36.94,38.89
2022-11-27,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,16,138.0,5143.851499999984,143.8125,152.7875,135.8375
2022-11-27,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,8,763.6,5143.851499999984,403.3126249999999,364.25499999999994,385.2574999999999
2022-11-27,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,10,87.4,874.0,97.67,88.79,90.32
2022-11-27,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,7,64.4,450.8,75.09,63.68,65.98
2022-11-27,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,10,101.2,1012.0,110.35,97.76,103.73
2022-11-27,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,7,73.6,515.2,76.06,72.96,82.02
2022-11-27,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,17,124.8,5143.851499999984,134.38750000000002,117.4125,125.7375
2022-11-27,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,6,19.2,115.2,20.33,18.97,20.57
2022-11-27,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,5,33.6,168.0,36.99,31.77,34.46
2022-11-27,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,6,48.0,288.0,47.76,44.38,49.12
2022-11-28,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,40,97.75,5143.851499999984,84.1,108.7375,96.1875
2022-11-28,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,52,114.75,5143.851499999984,113.125,111.725,120.3625
2022-11-28,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,12,72.25,867.0,79.35,74.84,82.02
2022-11-28,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,13,63.75,828.75,77.45,65.47,73.36
2022-11-28,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,10,29.75,297.5,36.19,33.46,35.89
2022-11-28,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,10,55.25,552.5,61.73,58.24,67.8
2022-11-28,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,10,59.5,595.0,69.03,67.68,70.17
2022-11-28,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,8,55.25,442.0,67.96,59.16,66.94
2022-11-28,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,6,360.0,5143.851499999984,364.5375,329.20000000000005,347.36249999999995
2022-11-28,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,8,157.5,1260.0,178.425,142.5375,167.2125
2022-11-28,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,12,40.5,486.0,47.11,40.31,46.1
2022-11-28,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,20,49.5,990.0,52.87,51.75,58.35
2022-11-28,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,15,22.5,337.5,26.56,22.52,24.84
2022-11-28,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,16,36.0,576.0,43.32,34.79,42.08
2022-11-28,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,13,135.0,5143.851499999984,136.2,148.03750000000002,133.7
2022-11-28,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,10,747.0,5143.851499999984,403.3126249999999,364.25499999999994,385.2574999999999
2022-11-28,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,9,85.5,769.5,89.53,89.78,91.14
2022-11-28,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,9,63.0,567.0,76.56,67.48,71.0
2022-11-28,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,7,99.0,693.0,111.47,99.9,105.5
2022-11-28,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,6,72.0,432.0,76.17,70.8,85.27
2022-11-28,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,12,123.5,5143.851499999984,125.5875,108.35,118.5125
2022-11-28,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,5,19.0,95.0,20.22,18.44,20.37
